date,fire_count
2018-01-01,9
2018-01-02,1
2018-01-03,0
2018-01-04,1
2018-01-05,1
2018-01-06,2
2018-01-07,3
2018-01-08,2
2018-01-09,2
2018-01-10,1
2018-01-11,5
2018-01-12,0
2018-01-13,2
2018-01-14,5
2018-01-15,1
2018-01-16,5
2018-01-17,2
2018-01-18,2
2018-01-19,4
2018-01-20,2
2018-01-21,1
2018-01-22,2
2018-01-23,5
2018-01-24,2
2018-01-25,2
2018-01-26,5
2018-01-27,5
2018-01-28,3
2018-01-29,2
2018-01-30,4
2018-01-31,6
2018-02-01,1
2018-02-02,3
2018-02-03,4
2018-02-04,2
2018-02-05,2
2018-02-06,5
2018-02-07,4
2018-02-08,5
2018-02-09,2
2018-02-10,2
2018-02-11,6
2018-02-12,1
2018-02-13,1
2018-02-14,6
2018-02-15,2
2018-02-16,7
2018-02-17,5
2018-02-18,4
2018-02-19,1
2018-02-20,0
2018-02-21,1
2018-02-22,1
2018-02-23,2
2018-02-24,8
2018-02-25,2
2018-02-26,8
2018-02-27,3
2018-02-28,0
2018-03-01,3
2018-03-02,3
2018-03-03,2
2018-03-04,1
2018-03-05,2
2018-03-06,1
2018-03-07,2
2018-03-08,3
2018-03-09,1
2018-03-10,2
2018-03-11,7
2018-03-12,2
2018-03-13,6
2018-03-14,4
2018-03-15,3
2018-03-16,5
2018-03-17,1
2018-03-18,1
2018-03-19,2
2018-03-20,3
2018-03-21,4
2018-03-22,5
2018-03-23,7
2018-03-24,7
2018-03-25,6
2018-03-26,5
2018-03-27,3
2018-03-28,0
2018-03-29,0
2018-03-30,1
2018-03-31,2
2018-04-01,4
2018-04-02,2
2018-04-03,5
2018-04-04,7
2018-04-05,2
2018-04-06,8
2018-04-07,8
2018-04-08,2
2018-04-09,1
2018-04-10,1
2018-04-11,0
2018-04-12,3
2018-04-13,1
2018-04-14,5
2018-04-15,3
2018-04-16,3
2018-04-17,6
2018-04-18,6
2018-04-19,5
2018-04-20,12
2018-04-21,21
2018-04-22,11
2018-04-23,8
2018-04-24,7
2018-04-25,4
2018-04-26,6
2018-04-27,2
2018-04-28,4
2018-04-29,6
2018-04-30,0
2018-05-01,1
2018-05-02,4
2018-05-03,1
