IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
43141.0,2014-01-01,2014,00:29:50,0,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,IG3 8DL,IG3,100022242474.0,22302500.0,E09000026,REDBRIDGE,Redbridge,E05011244,Goodmayes,Goodmayes,545733.0,187071.0,545750,187050,51.56369317,0.101122453,London,Ilford,311.0,Ilford,,,1.0,1.0,1,60,290,8.0
1345141.0,2014-01-04,2014,12:42:07,12,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,SW11 2PN,SW11,,,E09000032,WANDSWORTH,Wandsworth,E05014012,Falconbrook,Falconbrook,527226.0,176179.0,527250,176150,51.47028334,-0.169650591,London,Battersea,117.0,Battersea,,,1.0,1.0,1,60,290,1.0
1513141.0,2014-01-04,2014,21:30:33,21,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street close to gazetteer location,N18 1UD,N18,,,E09000010,ENFIELD,Enfield,E05013682,Haselbury,Haselbury,533180.0,192505.0,533150,192550,51.61562715,-0.077806526,London,Edmonton,863.0,Edmonton,,,1.0,1.0,1,60,290,1.0
2447141.0,2014-01-07,2014,00:15:32,0,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,SE3 0NJ,SE3,,,E09000011,GREENWICH,Greenwich,E05014073,Blackheath Westcombe,Blackheath Westcombe,540095.0,176756.0,540050,176750,51.472431,0.01574064,London,Lee Green,347.0,Lee Green,,,1.0,1.0,1,60,290,1.0
2518141.0,2014-01-07,2014,09:12:04,9,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,E16 4JU,E16,10009012144.0,22201303.0,E09000025,NEWHAM,Newham,E05013920,Plaistow West & Canning Town East,Plaistow West & Canning Town East,539921.0,182358.0,539950,182350,51.522814,0.015458421,London,Plaistow,352.0,Stratford,454.0,East Ham,2.0,2.0,2,60,290,1.0
2609141.0,2014-01-07,2014,13:38:13,13,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,SW17 0NN,SW17,121009836.0,22901883.0,E09000032,WANDSWORTH,Wandsworth,E05014027,Wandsworth Common,Wandsworth Common,526535.0,172009.0,526550,172050,51.43296138,-0.181083605,London,Tooting,331.0,Tooting,,,2.0,2.0,2,60,290,1.0
2649141.0,2014-01-07,2014,15:22:32,15,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,NW11 8ER,NW11,200130767.0,20047480.0,E09000003,BARNET,Barnet,E05013631,Childs Hill,Childs Hill,524891.0,187441.0,524850,187450,51.57201658,-0.199262418,London,West Hampstead,360.0,West Hampstead,,,1.0,1.0,1,60,290,1.0
3020141.0,2014-01-08,2014,16:23:04,16,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,BR2 9NY,BR2,,,E09000006,BROMLEY,Bromley,E05013990,Bromley Common & Holwood,Bromley Common & Holwood,541468.0,168330.0,541450,168350,51.39637406,0.03213318,London,Bromley,282.0,Bromley,513.0,Beckenham,2.0,3.0,3,60,290,1.0
3189141.0,2014-01-08,2014,23:00:00,23,Fire,Secondary Fire,,Outdoor,Wasteland ,Open land/water - nearest gazetteer location,RM3 7TW,RM3,,,E09000016,HAVERING,Havering,E05013971,Gooshays,Gooshays,553282.0,193553.0,553250,193550,51.61993402,0.212775878,London,Harold Hill,358.0,Harold Hill,,,1.0,1.0,2,299,1445,1.0
2998141.0,2014-01-08,2014,15:58:32,15,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,HA1 3BE,HA1,100023028662.0,21201068.0,E09000015,HARROW,Harrow,E05013547,Harrow on the Hill,Harrow on the Hill,515123.0,187647.0,515150,187650,51.57594406,-0.340078099,London,Harrow,344.0,Harrow,,,2.0,2.0,2,60,290,1.0
3409141.0,2014-01-09,2014,15:37:57,15,Fire,Secondary Fire,,Outdoor,Wasteland ,Correct incident location,CR8 1EG,CR8,100020664231.0,20501955.0,E09000008,CROYDON,Croydon,E05011477,Purley Oaks & Riddlesdown,Purley Oaks & Riddlesdown,532816.0,160569.0,532850,160550,51.32871731,-0.095052095,London,Purley,374.0,Purley,484.0,Croydon,2.0,2.0,2,60,290,3.0
3518141.0,2014-01-09,2014,20:29:39,20,Fire,Secondary Fire,,Outdoor,Hedge,In street close to gazetteer location,N1 3BQ,N1,,,E09000019,ISLINGTON,Islington,E05013701,Canonbury,Canonbury,532592.0,184166.0,532550,184150,51.54082863,-0.089437857,London,Islington,525.0,Holloway,,,1.0,1.0,1,60,290,2.0
3612141.0,2014-01-10,2014,04:38:23,4,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Correct incident location,UB10 0PX,UB10,100021489267.0,21401357.0,E09000017,HILLINGDON,Hillingdon,E05013571,Hillingdon East,Hillingdon East,507805.0,182701.0,507850,182750,51.53293416,-0.44715484,London,Hillingdon,292.0,Hillingdon,470.0,Hillingdon,2.0,3.0,3,60,290,2.0
3806141.0,2014-01-10,2014,15:20:24,15,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,TW10 5HR,TW10,10024344879.0,22407048.0,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013775,East Sheen,East Sheen,520681.0,173226.0,520650,173250,51.44517473,-0.264841368,London,Richmond,868.0,Richmond,,,1.0,1.0,1,60,290,2.0
3817141.0,2014-01-10,2014,15:32:47,15,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,W12 0LS,W12,34014669.0,21000900.0,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013753,Wormholt,Wormholt,522217.0,180225.0,522250,180250,51.5077492,-0.240331481,London,Acton,337.0,Acton,385.0,Hammersmith,2.0,2.0,2,60,290,1.0
3941141.0,2014-01-10,2014,19:36:31,19,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street close to gazetteer location,SE16 6NR,SE16,,,E09000028,SOUTHWARK,Southwark,E05000552,Surrey Docks,Surrey Docks,536044.0,180210.0,536050,180250,51.5044578,-0.041218148,London,Deptford,446.0,Old Kent Road,,,1.0,1.0,1,60,290,1.0
4123141.0,2014-01-11,2014,10:45:01,10,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,NW7 2RW,NW7,,,E09000003,BARNET,Barnet,E05013645,Mill Hill,Mill Hill,522909.0,191904.0,522950,191950,51.61256133,-0.226284767,London,Mill Hill,365.0,Mill Hill,,,1.0,1.0,1,65,314,1.0
4817141.0,2014-01-12,2014,22:50:45,22,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,BR5 3UH,BR5,,,E09000006,BROMLEY,Bromley,E05014007,St. Paul's Cray,St. Paul's Cray,547154.0,168686.0,547150,168650,51.39812772,0.113954732,London,Orpington,310.0,Orpington,,,1.0,1.0,1,60,290,1.0
4668141.0,2014-01-12,2014,16:26:41,16,Fire,Secondary Fire,,Outdoor,Grassland/ pasture/ grazing etc ,Nearby address - no building in street,BR2 6DT,BR2,,,E09000006,BROMLEY,Bromley,E05013998,Hayes & Coney Hall,Hayes & Coney Hall,541844.0,164210.0,541850,164250,51.35925918,0.035892945,London,Biggin Hill,481.0,Biggin Hill,,,1.0,1.0,1,60,290,1.0
4632141.0,2014-01-12,2014,15:17:45,15,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,E10 6AX,E10,100022519612.0,22815400.0,E09000031,WALTHAM FOREST,Waltham Forest,E05013887,Forest,Forest,538053.0,188217.0,538050,188250,51.57592264,-0.009152168,London,Leyton,259.0,Leyton,,,2.0,2.0,2,60,290,1.0
4460141.0,2014-01-12,2014,04:02:47,4,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,E7 0JT,E7,,,E09000025,NEWHAM,Newham,E05013916,Manor Park,Manor Park,541565.0,185965.0,541550,185950,51.55481603,0.0405877,London,Stratford,214.0,Stratford,,,1.0,1.0,1,60,290,1.0
5388141.0,2014-01-14,2014,12:33:03,12,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Correct incident location,SW7 3AR,SW7,217058943.0,21700365.0,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009393,Courtfield,Courtfield,526783.0,178369.0,526750,178350,51.49006431,-0.175240265,London,Chelsea,187.0,Chelsea,350.0,Kensington,2.0,2.0,2,60,290,2.0
5422141.0,2014-01-14,2014,13:56:12,13,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street close to gazetteer location,UB9 6NS,UB9,,,E09000017,HILLINGDON,Hillingdon,E05013573,Ickenham & South Harefield,Ickenham & South Harefield,505069.0,188821.0,505050,188850,51.58845859,-0.484756399,London,Ruislip,598.0,Ruislip,,,1.0,1.0,1,60,290,1.0
5466141.0,2014-01-14,2014,16:21:08,16,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Correct incident location,RM3 7DB,RM3,100021361298.0,21301004.0,E09000016,HAVERING,Havering,E05013975,Heaton,Heaton,552577.0,190958.0,552550,190950,51.59680975,0.201471558,London,Harold Hill,283.0,Harold Hill,324.0,Romford,2.0,2.0,2,60,290,1.0
5471141.0,2014-01-14,2014,16:34:14,16,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street close to gazetteer location,E4 8PT,E4,,,E09000031,WALTHAM FOREST,Waltham Forest,E05013901,Valley,Valley,536631.0,192140.0,536650,192150,51.61152026,-0.028135098,London,Chingford,399.0,Chingford,,,1.0,1.0,1,60,290,1.0
5506141.0,2014-01-14,2014,18:12:49,18,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,TW5 9RU,TW5,200003966538.0,21500608.0,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,510491.0,177345.0,510450,177350,51.48427494,-0.410122578,London,Heathrow,374.0,Heathrow,,,1.0,1.0,1,60,290,1.0
6287141.0,2014-01-16,2014,17:36:54,17,Fire,Secondary Fire,,Outdoor,Hedge,Open land/water - nearest gazetteer location,CR2 8AD,CR2,,,E09000008,CROYDON,Croydon,E05000155,Heathfield,Heathfield,535442.0,163159.0,535450,163150,51.3513736,-0.056399691,London,Addington,384.0,Addington,,,1.0,1.0,1,60,290,1.0
6356141.0,2014-01-16,2014,21:11:30,21,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,RM12 4ES,RM12,100023213994.0,21300632.0,E09000016,HAVERING,Havering,E05013976,Hylands & Harrow Lodge,Hylands & Harrow Lodge,551794.0,186442.0,551750,186450,51.55644518,0.188226917,London,Hornchurch,502.0,Hornchurch,,,1.0,1.0,1,60,290,1.0
6099141.0,2014-01-16,2014,09:15:22,9,Fire,Secondary Fire,,Outdoor,Straw/stubble burning ,In street remote from gazetteer location,SE5 9LY,SE5,,,E09000028,SOUTHWARK,Southwark,E05000535,Camberwell Green,Camberwell Green,532437.0,176704.0,532450,176750,51.47380685,-0.094472155,London,Peckham,212.0,Peckham,233.0,Brixton,2.0,2.0,2,60,290,1.0
