IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
236131.0,2013-01-01,2013,10:57:02,10,Fire,Secondary Fire,,Outdoor,Playground/Recreation area (not equipment),Open land/water - nearest gazetteer location,E4 9JG,E4,,,E09000031,WALTHAM FOREST,Waltham Forest,E05013894,Larkswood,Larkswood,537977.0,191862.0,537950,191850,51.60869409,-0.008817682,London,Chingford,836.0,Walthamstow,,,1.0,2.0,2,83,360,1.0
451131.0,2013-01-01,2013,21:38:48,21,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,In street outside gazetteer location,RM8 3PJ,RM8,,,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014069,Valence,Valence,548449.0,186805.0,548450,186850,51.56059569,0.140165229,London,Dagenham,,,,,1.0,1.0,1,60,260,1.0
505131.0,2013-01-02,2013,03:09:08,3,Fire,Secondary Fire,,Outdoor,Hedge,Open land/water - nearest gazetteer location,SW12 8SG,SW12,,,E09000032,WANDSWORTH,Wandsworth,E05014009,Balham,Balham,527661.0,173596.0,527650,173550,51.44697187,-0.164322187,London,Tooting,287.0,Tooting,,,1.0,1.0,1,60,260,2.0
519131.0,2013-01-02,2013,04:31:07,4,Fire,Secondary Fire,,Outdoor,Playground/Recreation area (not equipment),Open land/water - nearest gazetteer location,SW17 8JJ,SW17,,,E09000032,WANDSWORTH,Wandsworth,E05014020,South Balham,South Balham,528714.0,172330.0,528750,172350,51.43535619,-0.149637432,London,Tooting,211.0,Tooting,,,1.0,1.0,1,60,260,1.0
815131.0,2013-01-02,2013,22:04:10,22,Fire,Secondary Fire,,Outdoor,Canal/riverbank vegetation ,Open land/water - nearest gazetteer location,N16 5DY,N16,,,E09000012,HACKNEY,Hackney,E05009387,Woodberry Down,Woodberry Down,532900.0,187836.0,532950,187850,51.57373633,-0.083614355,London,Stoke Newington,356.0,Stoke Newington,,,1.0,1.0,1,60,260,2.0
825131.0,2013-01-02,2013,22:18:28,22,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Correct incident location,TW7 4BH,TW7,100021573163.0,21501044.0,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,514483.0,176716.0,514450,176750,51.4778281,-0.352859313,London,Heston,485.0,Heston,,,1.0,1.0,1,60,260,1.0
1460131.0,2013-01-04,2013,15:23:33,15,Fire,Secondary Fire,,Outdoor,Hedge,On land associated with building,SE20 8QW,SE20,100020440549.0,20302884.0,E09000006,BROMLEY,Bromley,E05014002,Penge & Cator,Penge & Cator,534945.0,170230.0,534950,170250,51.41503531,-0.060848595,London,Beckenham,359.0,Beckenham,,,1.0,1.0,1,60,260,1.0
1573131.0,2013-01-04,2013,20:39:20,20,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,E16 3HR,E16,,,E09000025,NEWHAM,Newham,E05013908,Custom House,Custom House,541509.0,181293.0,541550,181250,51.51284828,0.037904896,London,Plaistow,199.0,Plaistow,,,1.0,1.0,1,60,260,1.0
1590131.0,2013-01-04,2013,21:36:50,21,Fire,Secondary Fire,,Outdoor,Golf course (not building on course),On land associated with building,UB6 8TS,UB6,12146468.0,20601368.0,E09000009,EALING,Ealing,E05013534,Perivale,Perivale,516576.0,182864.0,516550,182850,51.53265794,-0.320703196,London,Ealing,380.0,Ealing,,,1.0,1.0,1,60,260,1.0
1669131.0,2013-01-05,2013,02:22:10,2,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,EC1Y 8RZ,EC1Y,,,E09000019,ISLINGTON,Islington,E05013699,Bunhill,Bunhill,532586.0,182367.0,532550,182350,51.52466332,-0.090201402,London,Shoreditch,180.0,Shoreditch,,,1.0,1.0,1,60,260,1.0
1824131.0,2013-01-05,2013,13:20:09,13,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,E3 5SN,E3,6041722.0,22700582.0,E09000030,TOWER HAMLETS,Tower Hamlets,E05009320,Bow West,Bow West,535941.0,183350.0,535950,183350,51.53269932,-0.041490461,London,Bethnal Green,364.0,Bethnal Green,,,1.0,1.0,1,60,260,2.0
2466131.0,2013-01-06,2013,23:16:17,23,Fire,Secondary Fire,,Outdoor,Wasteland ,Open land/water - nearest gazetteer location,EN3 4LE,EN3,,,E09000010,ENFIELD,Enfield,E05013689,Ponders End,Ponders End,535925.0,195534.0,535950,195550,51.6421898,-0.037008388,London,Enfield,352.0,Enfield,,,1.0,1.0,1,60,260,1.0
2418131.0,2013-01-06,2013,20:08:44,20,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Correct incident location,SE28 8PB,SE28,100020239658.0,20100373.0,E09000004,BEXLEY,Bexley,E05011232,Thamesmead East,Thamesmead East,547809.0,180949.0,547850,180950,51.50814533,0.128484669,London,Plumstead,545.0,Plumstead,,,1.0,1.0,1,60,260,1.0
2358131.0,2013-01-06,2013,18:26:51,18,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,In street outside gazetteer location,SW6 7LX,SW6,,,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013743,Munster,Munster,524391.0,177415.0,524350,177450,51.48202118,-0.210011681,London,Fulham,198.0,Fulham,,,1.0,1.0,1,60,260,1.0
2315131.0,2013-01-06,2013,16:30:30,16,Fire,Secondary Fire,,Outdoor,Grassland/ pasture/ grazing etc ,Open land/water - nearest gazetteer location,SM6 9GN,SM6,,,E09000029,SUTTON,Sutton,E05013763,South Beddington & Roundshaw,South Beddington & Roundshaw,530495.0,163118.0,530450,163150,51.35216178,-0.127413668,London,Wallington,56.0,Wallington,,,1.0,1.0,1,60,260,
2127131.0,2013-01-06,2013,04:38:52,4,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,N5 2TE,N5,5300045895.0,21603362.0,E09000019,ISLINGTON,Islington,E05013704,Highbury,Highbury,532109.0,186137.0,532150,186150,51.55865424,-0.095659158,London,Stoke Newington,335.0,Stoke Newington,,,1.0,1.0,1,60,260,1.0
