IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
9101.0,2010-01-01,2010,00:21:35,0,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,IG3 9DU,IG3,,,E09000026,REDBRIDGE,Redbridge,E05000508,Mayfield,Mayfield,545592.0,185517.0,545550,185550,51.54976645,0.098447144,London,Ilford,330.0,Barking,,,1.0,1.0,1,60,260,2.0
385101.0,2010-01-01,2010,15:23:35,15,Fire,Secondary Fire,,Outdoor,Other outdoor location ,Correct incident location,N17 0UT,N17,100023162912.0,21105565.0,E09000014,HARINGEY,Haringey,E05013596,Northumberland Park,Northumberland Park,535051.0,191484.0,535050,191450,51.60600643,-0.051192572,London,Tottenham,307.0,Tottenham,,,1.0,1.0,1,60,260,1.0
514101.0,2010-01-01,2010,19:50:45,19,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,KT3 5BX,KT3,,,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013934,Green Lane & St. James,Green Lane & St. James,520071.0,168020.0,520050,168050,51.39851496,-0.275377384,London,New Malden,565.0,Kingston,662.0,Surbiton,2.0,2.0,2,60,260,1.0
620101.0,2010-01-01,2010,23:04:45,23,Fire,Primary Fire,,Outdoor,Woodland/forest - broadleaf/hardwood ,In street outside gazetteer location,HA0 1LW,HA0,,,E09000005,BRENT,Brent,E05013496,Alperton,Alperton,518469.0,183444.0,518450,183450,51.53747736,-0.293229626,London,Wembley,,,,,1.0,1.0,1,60,260,1.0
780101.0,2010-01-02,2010,11:22:31,11,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Open land/water - nearest gazetteer location,SW16 3QL,SW16,,,E09000022,LAMBETH,Lambeth,E05014112,Streatham Common & Vale,Streatham Common & Vale,530506.0,170023.0,530550,170050,51.41421387,-0.124720339,London,Norbury,202.0,Norbury,,,2.0,2.0,2,60,260,2.0
983101.0,2010-01-02,2010,18:25:09,18,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Correct incident location,E16 1JU,E16,46013616.0,22202084.0,E09000025,NEWHAM,Newham,E05013907,Canning Town South,Canning Town South,539671.0,181330.0,539650,181350,51.51363809,0.011450159,London,Plaistow,309.0,Silvertown,,,1.0,1.0,1,60,260,7.0
1531101.0,2010-01-03,2010,18:53:42,18,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,N9 8HP,N9,,,E09000010,ENFIELD,Enfield,E05013684,Jubilee,Jubilee,535690.0,194375.0,535650,194350,51.63183169,-0.040851892,London,Edmonton,464.0,Edmonton,,,1.0,1.0,1,60,260,3.0
1475101.0,2010-01-03,2010,17:06:51,17,Fire,Secondary Fire,,Outdoor,Wasteland ,On land associated with building,UB9 6LD,UB9,100023423632.0,21400974.0,E09000017,HILLINGDON,Hillingdon,E05013568,Harefield Village,Harefield Village,505234.0,191256.0,505250,191250,51.61031428,-0.481645851,London,Ruislip,488.0,Ruislip,,,1.0,1.0,1,60,260,1.0
1463101.0,2010-01-03,2010,16:47:43,16,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,E6 5PW,E6,,,E09000025,NEWHAM,Newham,E05013904,Beckton,Beckton,542850.0,181329.0,542850,181350,51.51283457,0.057231109,London,East Ham,281.0,East Ham,,,1.0,1.0,1,60,260,1.0
1225101.0,2010-01-03,2010,04:09:31,4,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,SW6 6UB,SW6,,,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013743,Munster,Munster,523916.0,177014.0,523950,177050,51.47852141,-0.216989219,London,Fulham,280.0,Fulham,,,1.0,1.0,1,60,260,1.0
1224101.0,2010-01-03,2010,04:08:16,4,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,W6 7PD,W6,,,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,523469.0,179256.0,523450,179250,51.49876867,-0.22263927,London,Hammersmith,493.0,Hammersmith,,,1.0,1.0,1,60,260,1.0
1163101.0,2010-01-03,2010,00:46:10,0,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Open land/water - nearest gazetteer location,W11 1AR,W11,,,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009392,Colville,Colville,524641.0,181492.0,524650,181450,51.51860718,-0.204973637,London,North Kensington,295.0,North Kensington,,,1.0,1.0,1,60,260,1.0
1386101.0,2010-01-03,2010,14:02:08,14,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Correct incident location,EN1 4TS,EN1,207158523.0,20702695.0,E09000010,ENFIELD,Enfield,E05013695,Whitewebbs,Whitewebbs,533937.0,198107.0,533950,198150,51.66578847,-0.064735744,London,Enfield,267.0,Enfield,,,1.0,1.0,1,60,260,1.0
2166101.0,2010-01-04,2010,19:37:18,19,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,N1 1BQ,N1,,,E09000019,ISLINGTON,Islington,E05013698,Barnsbury,Barnsbury,530863.0,184082.0,530850,184050,51.54047722,-0.114386451,London,Islington,363.0,Islington,,,1.0,1.0,1,60,260,2.0
2256101.0,2010-01-04,2010,22:09:51,22,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,BR7 6JP,BR7,,,E09000006,BROMLEY,Bromley,E05013993,Chislehurst,Chislehurst,544357.0,171792.0,544350,171750,51.42675555,0.07503975,London,Eltham,655.0,Eltham,,,1.0,1.0,1,64,277,1.0
2228101.0,2010-01-04,2010,21:07:22,21,Fire,Secondary Fire,,Outdoor,Other outdoor location ,Open land/water - nearest gazetteer location,DA5 3NH,DA5,,,E09000004,BEXLEY,Bexley,E05000072,Cray Meadows,Cray Meadows,549301.0,172480.0,549350,172450,51.43165771,0.146390333,London,Bexley,493.0,Bexley,654.0,Erith,2.0,2.0,2,87,377,1.0
2146101.0,2010-01-04,2010,19:21:24,19,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,N1 5JU,N1,,,E09000012,HACKNEY,Hackney,E05009378,Hoxton West,Hoxton West,532692.0,183369.0,532650,183350,51.53364294,-0.088296993,London,Shoreditch,413.0,Kingsland,,,1.0,1.0,1,60,260,1.0
2126101.0,2010-01-04,2010,18:47:51,18,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,W9 2JB,W9,100022743904.0,8400968.0,E09000033,WESTMINSTER,Westminster,E05013809,Westbourne,Westbourne,525619.0,182066.0,525650,182050,51.52354938,-0.19068092,London,Paddington,309.0,North Kensington,,,1.0,1.0,1,60,260,4.0
2097101.0,2010-01-04,2010,18:16:55,18,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,N1 0RA,N1,,,E09000019,ISLINGTON,Islington,E05013710,St. Mary's & St. James',St. Mary's & St. James',531508.0,183877.0,531550,183850,51.53848512,-0.105167723,London,Islington,218.0,Islington,,,1.0,1.0,1,60,260,3.0
2081101.0,2010-01-04,2010,17:44:39,17,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,N7 8DG,N7,,,E09000019,ISLINGTON,Islington,E05013708,Laycock,Laycock,531127.0,185113.0,531150,185150,51.5496812,-0.110197868,London,Holloway,508.0,Holloway,,,1.0,1.0,1,60,260,1.0
2008101.0,2010-01-04,2010,15:53:16,15,Fire,Secondary Fire,,Outdoor,Wasteland ,On land associated with building,IG11 0DS,IG11,10090633916.0,19900569.0,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014055,Barking Riverside,Barking Riverside,545991.0,181726.0,545950,181750,51.51559969,0.102627795,London,Barking,193.0,Barking,198.0,Barking,1.0,2.0,2,86,373,1.0
1795101.0,2010-01-04,2010,08:58:09,8,Fire,Secondary Fire,,Outdoor,Park ,In street close to gazetteer location,N14 6QY,N14,,,E09000010,ENFIELD,Enfield,E05013692,Southgate,Southgate,530069.0,194189.0,530050,194150,51.63148764,-0.122087655,London,Southgate,473.0,Edmonton,612.0,Edmonton,2.0,3.0,3,60,260,1.0
2613101.0,2010-01-05,2010,14:55:10,14,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,In street close to gazetteer location,HA0 4TX,HA0,,,E09000005,BRENT,Brent,E05013514,Wembley Central,Wembley Central,518029.0,184866.0,518050,184850,51.55034974,-0.299094094,London,Wembley,547.0,Northolt,565.0,Northolt,1.0,2.0,2,60,260,1.0
2877101.0,2010-01-05,2010,21:25:13,21,Fire,Secondary Fire,,Outdoor,Canal/riverbank vegetation ,Open land/water - nearest gazetteer location,SE10 0PT,SE10,,,E09000011,GREENWICH,Greenwich,E05014082,Greenwich Peninsula,Greenwich Peninsula,538862.0,179385.0,538850,179350,51.49635913,-0.000966621,London,East Greenwich,303.0,East Greenwich,,,1.0,1.0,1,60,260,1.0
2883101.0,2010-01-05,2010,21:32:18,21,Fire,Secondary Fire,,Outdoor,Grassland/ pasture/ grazing etc ,Open land/water - nearest gazetteer location,RM9 4YF,RM9,,,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014060,Eastbury,Eastbury,546877.0,183805.0,546850,183850,51.53405087,0.116253174,London,Barking,337.0,Barking,,,1.0,1.0,1,60,260,2.0
2964101.0,2010-01-06,2010,00:37:45,0,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,BR1 4PB,BR1,100022889733.0,22004516.0,E09000023,LEWISHAM,Lewisham,E05013720,Downham,Downham,538874.0,171303.0,538850,171350,51.4237299,-0.003965479,London,Bromley,418.0,Downham,,,1.0,1.0,1,60,260,6.0
4225101.0,2010-01-07,2010,21:33:34,21,Fire,Secondary Fire,,Outdoor,Wasteland ,Open land/water - nearest gazetteer location,SE26 4LT,SE26,,,E09000023,LEWISHAM,Lewisham,E05013731,Sydenham,Sydenham,535099.0,171946.0,535050,171950,51.43041962,-0.057981979,London,Forest Hill,300.0,Forest Hill,349.0,Forest Hill,2.0,3.0,3,130,563,1.0
3918101.0,2010-01-07,2010,13:21:24,13,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,EN4 8HG,EN4,200149872.0,20007200.0,E09000003,BARNET,Barnet,E05013635,East Barnet,East Barnet,527226.0,195380.0,527250,195350,51.64284036,-0.162708994,London,Barnet,397.0,Barnet,,,1.0,1.0,1,60,260,1.0
