IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
37121.0,2012-01-01,2012,00:45:10,0,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,RM2 5BX,RM2,100021397898.0,21301618.0,E09000016,HAVERING,Havering,E05013983,St. Edward's,St. Edward's,552291.0,189229.0,552250,189250,51.58135223,0.196596196,London,Romford,,,,,1.0,1.0,1,60,260,1.0
74121.0,2012-01-01,2012,01:45:34,1,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,N7 9DP,N7,,,E09000019,ISLINGTON,Islington,E05013706,Holloway,Holloway,530750.0,185250.0,530750,185250,51.55099986,-0.115581149,London,Holloway,651.0,Holloway,1019.0,Holloway,1.0,2.0,2,60,260,1.0
101121.0,2012-01-01,2012,03:00:23,3,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,BR2 8AE,BR2,100020409847.0,20300558.0,E09000006,BROMLEY,Bromley,E05013990,Bromley Common & Holwood,Bromley Common & Holwood,542997.0,167651.0,542950,167650,51.38989018,0.053823283,London,Bromley,452.0,Bromley,455.0,Bromley,1.0,2.0,2,60,260,4.0
783121.0,2012-01-02,2012,16:32:01,16,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street close to gazetteer location,NW9 8UP,NW9,,,E09000005,BRENT,Brent,E05013504,Kingsbury,Kingsbury,520250.0,188750.0,520250,188750,51.5847886,-0.265748371,London,Stanmore,336.0,Stanmore,,,1.0,1.0,1,60,260,1.0
796121.0,2012-01-02,2012,17:00:00,17,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,W4 5JE,W4,12099866.0,20600168.0,E09000009,EALING,Ealing,E05013540,Southfield,Southfield,520572.0,179334.0,520550,179350,51.50009423,-0.264327531,London,Chiswick,318.0,Chiswick,,,1.0,1.0,1,60,260,1.0
1717121.0,2012-01-04,2012,14:15:56,14,Fire,Secondary Fire,,Outdoor,Grassland/ pasture/ grazing etc ,Open land/water - nearest gazetteer location,RM9 6LJ,RM9,,,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014062,Goresbrook,Goresbrook,548565.0,184078.0,548550,184050,51.5360625,0.140687469,London,Dagenham,412.0,Dagenham,,,1.0,1.0,1,60,260,2.0
1768121.0,2012-01-04,2012,15:32:08,15,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Correct incident location,UB3 3LN,UB3,100021435667.0,21401756.0,E09000017,HILLINGDON,Hillingdon,E05013569,Hayes Town,Hayes Town,510245.0,179820.0,510250,179850,51.50656888,-0.412891919,London,Hayes,510.0,Hayes,,,1.0,1.0,1,60,260,2.0
2353121.0,2012-01-05,2012,18:50:28,18,Fire,Secondary Fire,,Outdoor,Grassland/ pasture/ grazing etc ,On land associated with building,RM9 6XW,RM9,100101026.0,19900853.0,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014062,Goresbrook,Goresbrook,547875.0,183678.0,547850,183650,51.53264932,0.130578318,London,Barking,383.0,Barking,,,1.0,1.0,1,60,260,3.0
2332121.0,2012-01-05,2012,18:00:23,18,Fire,Secondary Fire,,Outdoor,Wasteland ,On land associated with building,N18 2AU,N18,207049761.0,20704841.0,E09000010,ENFIELD,Enfield,E05013694,Upper Edmonton,Upper Edmonton,534567.0,191978.0,534550,191950,51.6105615,-0.057987993,London,Edmonton,376.0,Edmonton,460.0,Tottenham,2.0,2.0,2,60,260,1.0
2287121.0,2012-01-05,2012,16:40:21,16,Fire,Secondary Fire,,Outdoor,Wasteland ,On land associated with building,SM1 2NB,SM1,5870022719.0,22601767.0,E09000029,SUTTON,Sutton,E05013764,Stonecot,Stonecot,524913.0,165313.0,524950,165350,51.37314171,-0.206760061,London,Sutton,214.0,Sutton,,,1.0,2.0,2,60,260,1.0
2123121.0,2012-01-05,2012,12:36:10,12,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Correct incident location,N10 2EB,N10,100023142335.0,21101462.0,E09000014,HARINGEY,Haringey,E05013589,Fortis Green,Fortis Green,528707.0,190071.0,528750,190050,51.59479397,-0.143266356,London,Hornsey,252.0,Hornsey,285.0,Hornsey,2.0,3.0,3,60,260,2.0
2846121.0,2012-01-06,2012,18:54:29,18,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,RM11 2BU,RM11,,,E09000016,HAVERING,Havering,E05013985,Squirrel's Heath,Squirrel's Heath,553492.0,188581.0,553450,188550,51.5752044,0.213632816,London,Hornchurch,228.0,Hornchurch,,,1.0,1.0,1,70,303,8.0
