met_day,prcp_mean,prcp_max,prcp_min,prcp_std,n_stations,year
2023-01-01,5.662,10.9,3.6,2.134,13,2023
2023-01-02,2.631,8.8,1.0,2.312,13,2023
2023-01-03,0.231,0.8,0.0,0.278,13,2023
2023-01-04,3.115,6.2,1.8,1.472,13,2023
2023-01-05,0.215,0.4,0.0,0.141,13,2023
2023-01-06,2.246,3.1,1.4,0.508,13,2023
2023-01-07,0.354,1.0,0.0,0.313,13,2023
2023-01-08,8.315,14.0,3.0,3.657,13,2023
2023-01-09,9.008,15.2,4.3,3.331,13,2023
2023-01-10,2.115,3.2,1.4,0.519,13,2023
2023-01-11,4.192,6.8,2.8,1.325,13,2023
2023-01-12,4.877,10.6,2.0,2.637,13,2023
2023-01-13,2.523,4.4,0.0,1.142,13,2023
2023-01-14,8.815,11.6,6.9,1.567,13,2023
2023-01-15,1.585,2.4,1.0,0.441,13,2023
2023-01-16,11.977,14.8,8.0,1.955,13,2023
2023-01-17,0.408,2.0,0.0,0.608,13,2023
2023-01-18,0.031,0.2,0.0,0.063,13,2023
2023-01-19,0.085,0.4,0.0,0.121,13,2023
2023-01-20,0.092,0.2,0.0,0.095,13,2023
2023-01-21,0.038,0.2,0.0,0.077,13,2023
2023-01-22,0.008,0.1,0.0,0.028,13,2023
2023-01-23,0.062,0.2,0.0,0.087,13,2023
2023-01-24,0.1,0.2,0.0,0.091,13,2023
2023-01-25,0.0,0.0,0.0,0.0,13,2023
2023-01-26,3.208,4.6,2.2,0.678,13,2023
2023-01-27,0.331,1.1,0.0,0.397,13,2023
2023-01-28,0.031,0.2,0.0,0.075,13,2023
2023-01-29,0.0,0.0,0.0,0.0,13,2023
2023-01-30,0.008,0.1,0.0,0.028,13,2023
2023-01-31,0.0,0.0,0.0,0.0,13,2023
2023-02-01,0.0,0.0,0.0,0.0,13,2023
2023-02-02,0.0,0.0,0.0,0.0,13,2023
2023-02-03,0.0,0.0,0.0,0.0,13,2023
2023-02-04,0.0,0.0,0.0,0.0,13,2023
2023-02-05,0.0,0.0,0.0,0.0,13,2023
2023-02-06,0.0,0.0,0.0,0.0,13,2023
2023-02-07,0.0,0.0,0.0,0.0,13,2023
2023-02-08,0.023,0.1,0.0,0.044,13,2023
2023-02-09,0.123,0.4,0.0,0.124,13,2023
2023-02-10,0.038,0.2,0.0,0.077,13,2023
2023-02-11,0.0,0.0,0.0,0.0,13,2023
2023-02-12,0.0,0.0,0.0,0.0,13,2023
2023-02-13,0.015,0.2,0.0,0.055,13,2023
2023-02-14,0.046,0.2,0.0,0.078,13,2023
2023-02-15,0.023,0.2,0.0,0.06,13,2023
2023-02-16,0.492,0.8,0.2,0.214,13,2023
2023-02-17,0.0,0.0,0.0,0.0,13,2023
2023-02-18,0.031,0.3,0.0,0.085,13,2023
2023-02-19,0.246,0.8,0.0,0.299,13,2023
2023-02-20,0.0,0.0,0.0,0.0,13,2023
2023-02-21,0.0,0.0,0.0,0.0,13,2023
2023-02-22,2.869,5.5,0.2,1.904,13,2023
2023-02-23,0.454,1.4,0.2,0.328,13,2023
2023-02-24,0.054,0.2,0.0,0.088,13,2023
2023-02-25,0.092,0.8,0.0,0.222,13,2023
2023-02-26,0.038,0.2,0.0,0.077,13,2023
2023-02-27,0.0,0.0,0.0,0.0,13,2023
2023-02-28,0.023,0.3,0.0,0.083,13,2023
2023-03-01,0.054,0.2,0.0,0.088,13,2023
2023-03-02,0.0,0.0,0.0,0.0,12,2023
2023-03-03,0.017,0.2,0.0,0.058,12,2023
2023-03-04,0.0,0.0,0.0,0.0,12,2023
2023-03-05,0.0,0.0,0.0,0.0,12,2023
2023-03-06,0.05,0.2,0.0,0.09,12,2023
2023-03-07,7.025,8.9,5.4,1.009,12,2023
2023-03-08,4.625,6.4,2.8,1.031,12,2023
2023-03-09,11.808,17.8,8.8,2.653,12,2023
2023-03-10,7.225,9.2,5.2,1.294,12,2023
2023-03-11,0.292,0.6,0.0,0.183,12,2023
2023-03-12,0.983,2.2,0.4,0.506,12,2023
2023-03-13,1.275,2.6,0.8,0.603,12,2023
2023-03-14,2.358,3.6,1.4,0.64,12,2023
2023-03-15,0.7,1.2,0.2,0.316,12,2023
2023-03-16,3.008,4.8,2.0,0.773,12,2023
2023-03-17,0.133,0.4,0.0,0.13,12,2023
2023-03-18,4.458,7.8,2.2,1.641,12,2023
2023-03-19,2.0,2.8,1.0,0.637,12,2023
2023-03-20,0.0,0.0,0.0,0.0,12,2023
2023-03-21,1.392,3.2,0.3,0.851,12,2023
2023-03-22,0.875,1.6,0.4,0.372,12,2023
2023-03-23,0.333,1.2,0.0,0.373,12,2023
2023-03-24,3.908,8.0,2.1,1.849,12,2023
2023-03-25,5.867,11.0,2.0,2.819,12,2023
2023-03-26,7.175,8.4,5.8,0.881,12,2023
2023-03-27,0.625,1.2,0.2,0.273,12,2023
2023-03-28,0.567,1.4,0.2,0.352,12,2023
2023-03-29,2.567,3.2,1.8,0.408,12,2023
2023-03-30,9.025,11.4,6.0,1.665,12,2023
2023-03-31,6.0,10.2,2.6,2.488,12,2023
2023-04-01,15.9,25.6,8.6,5.228,12,2023
2023-04-02,0.025,0.2,0.0,0.062,12,2023
2023-04-03,0.033,0.4,0.0,0.115,12,2023
2023-04-04,0.0,0.0,0.0,0.0,12,2023
2023-04-05,0.008,0.1,0.0,0.029,12,2023
2023-04-06,3.308,4.0,2.5,0.516,12,2023
2023-04-07,2.575,6.0,0.3,1.751,12,2023
2023-04-08,0.042,0.4,0.0,0.116,12,2023
2023-04-09,0.0,0.0,0.0,0.0,12,2023
2023-04-10,5.65,7.8,3.4,1.429,12,2023
2023-04-11,2.075,4.6,1.0,1.083,12,2023
2023-04-12,7.417,11.6,3.8,2.413,12,2023
2023-04-13,3.125,9.2,0.6,2.384,12,2023
2023-04-14,1.158,5.6,0.0,1.58,12,2023
2023-04-15,5.6,8.4,4.2,1.293,12,2023
2023-04-16,0.083,0.4,0.0,0.159,12,2023
2023-04-17,0.492,0.8,0.0,0.257,12,2023
2023-04-18,0.025,0.3,0.0,0.087,12,2023
2023-04-19,0.008,0.1,0.0,0.029,12,2023
2023-04-20,0.0,0.0,0.0,0.0,12,2023
2023-04-21,1.692,2.6,0.9,0.509,12,2023
2023-04-22,3.233,5.5,0.4,1.783,12,2023
2023-04-23,1.358,3.6,0.4,0.854,12,2023
2023-04-24,5.433,11.2,2.8,2.526,12,2023
2023-04-25,12.3,17.7,4.5,4.536,12,2023
2023-04-26,0.008,0.1,0.0,0.029,12,2023
2023-04-27,0.0,0.0,0.0,0.0,12,2023
2023-04-28,8.308,11.4,5.4,1.847,12,2023
2023-04-29,0.025,0.2,0.0,0.062,12,2023
2023-04-30,0.0,0.0,0.0,0.0,12,2023
2023-05-01,0.025,0.2,0.0,0.062,12,2023
2023-05-02,0.477,3.0,0.0,0.854,13,2023
2023-05-03,0.008,0.1,0.0,0.028,13,2023
2023-05-04,0.0,0.0,0.0,0.0,13,2023
2023-05-05,0.077,0.8,0.0,0.224,13,2023
2023-05-06,0.838,2.2,0.0,0.789,13,2023
2023-05-07,5.031,6.2,3.6,0.835,13,2023
2023-05-08,0.008,0.1,0.0,0.028,13,2023
2023-05-09,7.831,11.6,5.8,1.506,13,2023
2023-05-10,2.562,8.0,0.2,2.352,13,2023
2023-05-11,6.731,17.6,1.0,4.616,13,2023
2023-05-12,0.638,1.8,0.0,0.673,13,2023
2023-05-13,0.731,1.7,0.0,0.501,13,2023
2023-05-14,0.0,0.0,0.0,0.0,13,2023
2023-05-15,2.031,4.0,0.6,0.963,13,2023
2023-05-16,0.015,0.2,0.0,0.055,13,2023
2023-05-17,0.008,0.1,0.0,0.028,13,2023
2023-05-18,0.008,0.1,0.0,0.028,13,2023
2023-05-19,0.0,0.0,0.0,0.0,13,2023
2023-05-20,0.1,1.3,0.0,0.361,13,2023
2023-05-21,0.023,0.3,0.0,0.083,13,2023
2023-05-22,0.0,0.0,0.0,0.0,13,2023
2023-05-23,0.0,0.0,0.0,0.0,13,2023
2023-05-24,0.0,0.0,0.0,0.0,13,2023
2023-05-25,0.0,0.0,0.0,0.0,13,2023
2023-05-26,0.0,0.0,0.0,0.0,13,2023
2023-05-27,0.0,0.0,0.0,0.0,13,2023
2023-05-28,0.015,0.2,0.0,0.055,13,2023
2023-05-29,0.008,0.1,0.0,0.028,13,2023
2023-05-30,0.0,0.0,0.0,0.0,13,2023
2023-05-31,0.1,0.6,0.0,0.183,13,2023
2023-06-01,0.0,0.0,0.0,0.0,13,2023
2023-06-02,0.0,0.0,0.0,0.0,13,2023
2023-06-03,0.0,0.0,0.0,0.0,13,2023
2023-06-04,0.0,0.0,0.0,0.0,13,2023
2023-06-05,0.0,0.0,0.0,0.0,13,2023
2023-06-06,0.0,0.0,0.0,0.0,13,2023
2023-06-07,0.0,0.0,0.0,0.0,13,2023
2023-06-08,0.0,0.0,0.0,0.0,13,2023
2023-06-09,0.0,0.0,0.0,0.0,13,2023
2023-06-10,0.0,0.0,0.0,0.0,13,2023
2023-06-11,0.0,0.0,0.0,0.0,13,2023
2023-06-12,1.415,12.4,0.0,3.439,13,2023
2023-06-13,8.0,27.8,0.0,7.688,13,2023
2023-06-14,0.015,0.2,0.0,0.055,13,2023
2023-06-15,0.0,0.0,0.0,0.0,13,2023
2023-06-16,0.0,0.0,0.0,0.0,13,2023
2023-06-17,0.0,0.0,0.0,0.0,13,2023
2023-06-18,1.754,4.5,0.0,1.304,13,2023
2023-06-19,2.731,4.7,1.6,0.745,13,2023
2023-06-20,7.746,17.1,3.8,3.596,13,2023
2023-06-21,0.0,0.0,0.0,0.0,13,2023
2023-06-22,0.0,0.0,0.0,0.0,13,2023
2023-06-23,0.138,0.9,0.0,0.284,13,2023
2023-06-24,0.0,0.0,0.0,0.0,13,2023
2023-06-25,0.0,0.0,0.0,0.0,13,2023
2023-06-26,0.031,0.4,0.0,0.111,13,2023
2023-06-27,0.0,0.0,0.0,0.0,13,2023
2023-06-28,0.0,0.0,0.0,0.0,13,2023
2023-06-29,9.185,16.5,4.6,3.159,13,2023
2023-06-30,0.0,0.0,0.0,0.0,13,2023
2023-07-01,0.792,1.8,0.0,0.616,13,2023
2023-07-02,0.015,0.2,0.0,0.055,13,2023
2023-07-03,0.0,0.0,0.0,0.0,13,2023
2023-07-04,0.531,3.6,0.0,1.033,13,2023
2023-07-05,14.977,30.0,7.8,7.023,13,2023
2023-07-06,0.269,1.4,0.0,0.379,13,2023
2023-07-07,0.0,0.0,0.0,0.0,13,2023
2023-07-08,0.108,1.0,0.0,0.275,13,2023
2023-07-09,2.446,4.2,0.2,1.267,13,2023
2023-07-10,0.023,0.2,0.0,0.06,13,2023
2023-07-11,0.315,1.5,0.0,0.549,13,2023
2023-07-12,0.015,0.1,0.0,0.038,13,2023
2023-07-13,0.069,0.3,0.0,0.118,13,2023
2023-07-14,1.738,6.8,0.2,1.709,13,2023
2023-07-15,6.831,12.4,4.2,2.324,13,2023
2023-07-16,0.208,0.7,0.0,0.25,13,2023
2023-07-17,0.992,2.8,0.0,1.0,13,2023
2023-07-18,0.531,1.9,0.0,0.618,13,2023
2023-07-19,0.362,1.0,0.0,0.388,13,2023
2023-07-20,0.031,0.2,0.0,0.075,13,2023
2023-07-21,0.015,0.2,0.0,0.055,13,2023
2023-07-22,0.0,0.0,0.0,0.0,13,2023
2023-07-23,10.115,13.8,7.2,2.017,13,2023
2023-07-24,0.3,1.4,0.0,0.455,13,2023
2023-07-25,1.315,4.2,0.2,1.158,13,2023
2023-07-26,0.023,0.3,0.0,0.083,13,2023
2023-07-27,11.6,15.9,8.8,2.359,13,2023
2023-07-28,0.031,0.2,0.0,0.075,13,2023
2023-07-29,1.538,3.2,0.0,1.202,13,2023
2023-07-30,0.254,1.9,0.0,0.529,13,2023
2023-07-31,8.262,11.6,5.8,1.737,13,2023
2023-08-01,1.138,1.6,0.4,0.384,13,2023
2023-08-02,4.823,9.2,2.8,1.815,13,2023
2023-08-03,13.769,22.6,5.3,5.534,13,2023
2023-08-04,0.031,0.2,0.0,0.063,13,2023
2023-08-05,2.085,4.0,1.2,0.876,13,2023
2023-08-06,7.469,12.7,3.2,3.01,13,2023
2023-08-07,0.046,0.4,0.0,0.12,13,2023
