met_day,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,wind_direction_circmean,ground_state_id_mode,station_count
2019-01-01,8.314285714285715,10.442857142857141,5.485714285714286,4.473214285714286,7.171428571428572,0.4428571428571429,6.635119047619048,8.8,3.6285714285714286,76.73154761904762,86.88571428571429,65.64285714285714,1035.5802083333333,1028.296875,,6.433333333333333,9.4,3628.125,2100.0,18.0,0.0,0.05714285714285715,0.21428571428571427,,20.285714285714285,20.285714285714285,20.285714285714285,6.0,6.0,,26.0,26.0,6.0,106.0,,6.0,67.66666666666667,,6.0,316.9314724196638,1.0,7
2019-01-02,5.016071428571428,6.014285714285714,4.071428571428571,0.39226190476190476,1.1714285714285713,-0.6571428571428571,3.2339285714285713,3.8285714285714287,2.4714285714285715,71.75892857142857,78.15714285714286,64.31428571428572,1042.9479166666667,1035.5322916666667,,4.683333333333334,7.0,2646.875,1925.0,,0.0,0.0,0.09999999999999999,,20.285714285714285,20.285714285714285,20.285714285714285,6.0,6.0,,26.0,26.0,6.0,106.0,,6.0,67.66666666666667,,6.0,218.44481052378916,1.0,7
2019-01-03,4.498214285714285,5.257142857142858,2.8857142857142857,-0.8797619047619047,0.8428571428571429,-2.642857142857143,2.5166666666666666,3.128571428571429,1.5,68.07619047619048,79.45714285714287,57.142857142857146,1043.1270833333333,1035.678125,,2.9,4.6,3485.4166666666665,1575.0,,0.0,0.0,0.05714285714285715,,20.285714285714285,20.285714285714285,20.285714285714285,6.0,6.0,,26.0,26.0,6.0,106.0,,6.0,67.66666666666667,,6.0,13.595026937860677,1.0,7
2019-01-04,2.7624999999999997,4.1571428571428575,1.3285714285714287,-1.3535714285714284,0.042857142857142864,-2.6142857142857143,1.2833333333333334,2.1142857142857143,0.08571428571428572,74.12678571428572,82.5,63.44285714285714,1042.2104166666668,1034.7302083333334,,3.4166666666666665,7.0,1606.25,850.0,,0.0,0.6571428571428571,2.614285714285714,,20.285714285714285,20.285714285714285,20.285714285714285,6.0,6.0,,26.0,26.0,6.0,106.0,,6.0,67.66666666666667,,6.0,344.4095042552853,1.0,7
2019-01-05,4.421428571428572,5.428571428571429,3.085714285714286,0.7535714285714284,1.7714285714285716,-0.2857142857142857,3.0047619047619043,3.8714285714285714,1.957142857142857,76.85892857142858,82.67142857142858,71.92857142857143,1039.0333333333335,1031.6281250000002,,4.975,8.4,1911.4583333333333,975.0,,0.0,0.0,0.0,,20.285714285714285,20.285714285714285,20.285714285714285,6.0,6.0,,26.0,26.0,6.0,106.0,,6.0,67.66666666666667,,6.0,308.24206981670244,1.0,7
2019-01-06,7.158928571428571,9.557142857142859,5.057142857142857,4.100595238095238,5.857142857142857,2.0142857142857142,5.833333333333333,7.685714285714285,3.8285714285714283,80.79107142857143,87.04285714285713,74.32857142857142,1036.7739583333332,1029.4614583333332,,4.058333333333334,6.6,2004.1666666666667,1350.0,,0.0,0.028571428571428574,0.17142857142857143,,20.285714285714285,20.285714285714285,20.285714285714285,6.0,6.0,,26.0,26.0,6.0,106.0,,6.0,67.66666666666667,,6.0,293.20620322943614,1.0,7
2019-01-07,9.151190476190477,11.0,6.8999999999999995,6.478571428571429,8.428571428571429,4.885714285714286,7.9125000000000005,9.585714285714285,6.228571428571429,83.37738095238095,90.74285714285715,78.52857142857144,1032.2604166666667,1025.0270833333334,,8.0,12.8,2865.625,1625.0,18.0,0.0,0.0,0.014285714285714287,,20.285714285714285,20.285714285714285,20.285714285714285,6.0,6.0,,26.0,26.0,6.0,56.0,,6.0,67.66666666666667,,6.0,260.8509228507937,1.0,7
2019-01-08,6.941666666666667,9.142857142857142,3.5714285714285716,1.9357142857142857,3.514285714285714,0.6857142857142858,4.885119047619048,6.6000000000000005,2.557142857142857,70.62678571428572,83.44285714285715,58.028571428571425,1027.9854166666667,1020.7208333333334,,8.675,12.6,2463.5416666666665,1450.0,20.0,0.0,0.7285714285714285,2.3428571428571425,,20.285714285714285,20.285714285714285,20.285714285714285,6.0,6.0,,26.0,26.0,6.0,56.0,,6.0,67.66666666666667,,6.0,319.7009155446266,1.0,7
2019-01-09,3.916666666666667,5.771428571428571,2.5285714285714285,0.33095238095238094,0.9285714285714286,-0.37142857142857144,2.551785714285714,3.742857142857143,1.5571428571428572,77.39583333333334,84.64285714285714,69.02857142857142,1029.546875,1022.196875,,7.575,10.2,2798.958333333333,1550.0,,0.0,0.4428571428571429,1.0857142857142856,,20.285714285714285,20.285714285714285,20.285714285714285,6.0,6.0,,26.0,26.0,6.0,106.0,,6.0,67.66666666666667,,6.0,273.8760069599518,1.0,7
2019-01-10,3.017857142857143,5.542857142857143,0.4142857142857143,1.144047619047619,4.585714285714286,-0.8285714285714285,2.2910714285714286,5.142857142857143,-0.07142857142857147,87.46666666666667,94.62857142857142,78.05714285714285,1030.5364583333335,1023.1552083333333,,3.9833333333333334,6.0,921.929347826087,357.5,,0.0,0.0,0.042857142857142864,,20.285714285714285,20.285714285714285,20.285714285714285,6.0,6.0,,26.0,26.0,6.0,106.0,,6.0,67.66666666666667,,6.0,300.9354496469607,1.0,7
