IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
623111.0,2011-01-02,2011,01:59:01,1,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,NW3 2JP,NW3,,,E09000007,CAMDEN,Camden,E05013658,Gospel Oak,Gospel Oak,527877.0,185722.0,527850,185750,51.55589943,-0.156823755,London,Kentish Town,313.0,Kentish Town,334.0,Kentish Town,1.0,2.0,2,66,286,1.0
907111.0,2011-01-02,2011,17:07:03,17,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,SE16 5EN,SE16,,,E09000028,SOUTHWARK,Southwark,E05000552,Surrey Docks,Surrey Docks,536479.0,180257.0,536450,180250,51.50477534,-0.034936261,London,Deptford,399.0,Deptford,,,1.0,1.0,1,60,260,3.0
1064111.0,2011-01-02,2011,23:53:20,23,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,RM11 1ET,RM11,100023213216.0,21300425.0,E09000016,HAVERING,Havering,E05013976,Hylands & Harrow Lodge,Hylands & Harrow Lodge,553152.0,187026.0,553150,187050,51.5613255,0.208053787,London,Hornchurch,374.0,Hornchurch,,,1.0,1.0,1,60,260,2.0
1878111.0,2011-01-04,2011,20:16:29,20,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,SW18 3AP,SW18,,,E09000032,WANDSWORTH,Wandsworth,E05014026,Wandle,Wandle,526174.0,173852.0,526150,173850,51.44960537,-0.185617952,London,Wandsworth,309.0,Wandsworth,,,1.0,1.0,1,60,260,4.0
1957111.0,2011-01-04,2011,23:37:40,23,Fire,Secondary Fire,,Outdoor,Wasteland ,In street remote from gazetteer location,SW18 3RJ,SW18,,,E09000032,WANDSWORTH,Wandsworth,E05014027,Wandsworth Common,Wandsworth Common,527298.0,173761.0,527250,173750,51.44853635,-0.169483744,London,Tooting,237.0,Tooting,,,1.0,1.0,1,60,260,1.0
2231111.0,2011-01-05,2011,16:02:35,16,Fire,Secondary Fire,,Outdoor,Park ,In street outside gazetteer location,TW1 1BY,TW1,,,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013785,St. Margarets & North Twickenham,St. Margarets & North Twickenham,515913.0,173975.0,515950,173950,51.45290154,-0.333174568,London,Twickenham,619.0,Twickenham,,,1.0,1.0,1,60,260,2.0
2245111.0,2011-01-05,2011,17:11:52,17,Fire,Secondary Fire,,Outdoor,Wasteland ,On land associated with building,E7 9QN,E7,46053108.0,22207816.0,E09000025,NEWHAM,Newham,E05013914,Green Street West,Green Street West,541026.0,184116.0,541050,184150,51.53833626,0.032078168,London,Stratford,314.0,Plaistow,478.0,Stratford,2.0,2.0,2,60,260,1.0
2296111.0,2011-01-05,2011,19:26:52,19,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,TW2 6EG,TW2,,,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013781,Heathfield,Heathfield,513068.0,173309.0,513050,173350,51.44749065,-0.374314386,London,Twickenham,336.0,Twickenham,478.0,Heston,2.0,2.0,2,60,260,1.0
2301111.0,2011-01-05,2011,19:47:06,19,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,WC1N 1AX,WC1N,,,E09000007,CAMDEN,Camden,E05013666,King's Cross,King's Cross,530375.0,182342.0,530350,182350,51.52495301,-0.122063115,London,Euston,240.0,Euston,,,1.0,1.0,1,60,260,8.0
3062111.0,2011-01-07,2011,13:56:19,13,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,DA1 4DZ,DA1,,,E09000004,BEXLEY,Bexley,E05000071,Crayford,Crayford,550978.0,175005.0,550950,175050,51.45390123,0.171572693,London,Bexley,238.0,Bexley,,,1.0,1.0,1,60,260,1.0
3476111.0,2011-01-08,2011,08:59:53,8,Fire,Primary Fire,,Outdoor,Woodland/forest - broadleaf/hardwood ,In street outside gazetteer location,E4 9RH,E4,,,E09000031,WALTHAM FOREST,Waltham Forest,E05013890,Hatch Lane & Highams Park North,Hatch Lane & Highams Park North,539094.0,192596.0,539050,192550,51.61501508,0.00759343,London,Woodford,275.0,Woodford,,,1.0,1.0,1,60,260,1.0
3736111.0,2011-01-08,2011,18:40:50,18,Fire,Secondary Fire,,Outdoor,Wasteland ,On land associated with building,SE8 4RX,SE8,100023281197.0,22005681.0,E09000023,LEWISHAM,Lewisham,E05013719,Deptford,Deptford,537341.0,177008.0,537350,177050,51.47536998,-0.02378796,London,Greenwich,341.0,Greenwich,,,1.0,1.0,1,60,260,1.0
3784111.0,2011-01-08,2011,20:24:32,20,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,CR4 1AU,CR4,,,E09000024,MERTON,Merton,E05013818,Longthornton,Longthornton,528887.0,169764.0,528850,169750,51.41225588,-0.148082322,London,Norbury,364.0,Mitcham,,,1.0,1.0,1,60,260,1.0
4196111.0,2011-01-09,2011,18:28:37,18,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street close to gazetteer location,E2 6DZ,E2,,,E09000030,TOWER HAMLETS,Tower Hamlets,E05009335,Weavers,Weavers,533979.0,182335.0,533950,182350,51.52404702,-0.07014591,London,Bethnal Green,222.0,Bethnal Green,,,1.0,1.0,1,60,260,1.0
6183111.0,2011-01-13,2011,17:16:02,17,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,SM5 4AZ,SM5,,,E09000029,SUTTON,Sutton,E05013757,Carshalton South & Clockhouse,Carshalton South & Clockhouse,528455.0,161852.0,528450,161850,51.34124766,-0.15714897,London,Wallington,,,,,2.0,2.0,2,110,477,3.0
7228111.0,2011-01-15,2011,17:23:11,17,Fire,Secondary Fire,,Outdoor,Wasteland ,On land associated with building,UB7 0EB,UB7,100021500193.0,21400116.0,E09000017,HILLINGDON,Hillingdon,E05013570,Heathrow Villages,Heathrow Villages,505247.0,176958.0,505250,176950,51.4817964,-0.485731982,London,Heathrow,276.0,Heathrow,,,1.0,1.0,1,73,316,1.0
7378111.0,2011-01-15,2011,22:30:31,22,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,E14 3BX,E14,,,E09000030,TOWER HAMLETS,Tower Hamlets,E05009324,Island Gardens,Island Gardens,538362.0,178654.0,538350,178650,51.48991273,-0.008451301,London,Millwall,246.0,Millwall,,,1.0,1.0,1,60,260,2.0
7741111.0,2011-01-16,2011,16:22:00,16,Fire,Secondary Fire,,Outdoor,Wasteland ,Railway land or rolling stock,E2 6EH,E2,,,E09000030,TOWER HAMLETS,Tower Hamlets,E05009335,Weavers,Weavers,533980.0,182274.0,533950,182250,51.52349861,-0.070154694,London,Whitechapel,311.0,Shoreditch,381.0,Whitechapel,2.0,2.0,2,60,260,3.0
7751111.0,2011-01-16,2011,16:36:24,16,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,TW14 8EJ,TW14,,,E09000018,HOUNSLOW,Hounslow,E05013606,Bedfont,Bedfont,508518.0,173359.0,508550,173350,51.44882907,-0.43974752,London,Feltham,374.0,Feltham,,,1.0,1.0,1,60,260,2.0
