IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
505131.0,2013-01-02,2013,03:09:08,3,Fire,Secondary Fire,,Outdoor,Hedge,Open land/water - nearest gazetteer location,SW12 8SG,SW12,,,E09000032,WANDSWORTH,Wandsworth,E05014009,Balham,Balham,527661.0,173596.0,527650,173550,51.44697187,-0.164322187,London,Tooting,287.0,Tooting,,,1.0,1.0,1,60,260,2.0
815131.0,2013-01-02,2013,22:04:10,22,Fire,Secondary Fire,,Outdoor,Canal/riverbank vegetation ,Open land/water - nearest gazetteer location,N16 5DY,N16,,,E09000012,HACKNEY,Hackney,E05009387,Woodberry Down,Woodberry Down,532900.0,187836.0,532950,187850,51.57373633,-0.083614355,London,Stoke Newington,356.0,Stoke Newington,,,1.0,1.0,1,60,260,2.0
1460131.0,2013-01-04,2013,15:23:33,15,Fire,Secondary Fire,,Outdoor,Hedge,On land associated with building,SE20 8QW,SE20,100020440549.0,20302884.0,E09000006,BROMLEY,Bromley,E05014002,Penge & Cator,Penge & Cator,534945.0,170230.0,534950,170250,51.41503531,-0.060848595,London,Beckenham,359.0,Beckenham,,,1.0,1.0,1,60,260,1.0
1573131.0,2013-01-04,2013,20:39:20,20,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,E16 3HR,E16,,,E09000025,NEWHAM,Newham,E05013908,Custom House,Custom House,541509.0,181293.0,541550,181250,51.51284828,0.037904896,London,Plaistow,199.0,Plaistow,,,1.0,1.0,1,60,260,1.0
1669131.0,2013-01-05,2013,02:22:10,2,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,EC1Y 8RZ,EC1Y,,,E09000019,ISLINGTON,Islington,E05013699,Bunhill,Bunhill,532586.0,182367.0,532550,182350,51.52466332,-0.090201402,London,Shoreditch,180.0,Shoreditch,,,1.0,1.0,1,60,260,1.0
1824131.0,2013-01-05,2013,13:20:09,13,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,E3 5SN,E3,6041722.0,22700582.0,E09000030,TOWER HAMLETS,Tower Hamlets,E05009320,Bow West,Bow West,535941.0,183350.0,535950,183350,51.53269932,-0.041490461,London,Bethnal Green,364.0,Bethnal Green,,,1.0,1.0,1,60,260,2.0
2104131.0,2013-01-06,2013,01:21:18,1,Fire,Secondary Fire,,Outdoor,Wasteland ,On land associated with building,TW5 9RY,TW5,100021544216.0,21500257.0,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,510663.0,178048.0,510650,178050,51.49056008,-0.407426449,London,Hayes,367.0,Hayes,476.0,Hayes,1.0,2.0,2,60,260,1.0
2127131.0,2013-01-06,2013,04:38:52,4,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,N5 2TE,N5,5300045895.0,21603362.0,E09000019,ISLINGTON,Islington,E05013704,Highbury,Highbury,532109.0,186137.0,532150,186150,51.55865424,-0.095659158,London,Stoke Newington,335.0,Stoke Newington,,,1.0,1.0,1,60,260,1.0
2466131.0,2013-01-06,2013,23:16:17,23,Fire,Secondary Fire,,Outdoor,Wasteland ,Open land/water - nearest gazetteer location,EN3 4LE,EN3,,,E09000010,ENFIELD,Enfield,E05013689,Ponders End,Ponders End,535925.0,195534.0,535950,195550,51.6421898,-0.037008388,London,Enfield,352.0,Enfield,,,1.0,1.0,1,60,260,1.0
2622131.0,2013-01-07,2013,12:51:27,12,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,UB7 9AW,UB7,,,E09000017,HILLINGDON,Hillingdon,E05013581,West Drayton,West Drayton,507348.0,179531.0,507350,179550,51.50452874,-0.454704953,London,Hayes,272.0,Hayes,312.0,Hayes,2.0,3.0,3,60,260,1.0
2689131.0,2013-01-07,2013,15:49:51,15,Fire,Secondary Fire,,Outdoor,Hedge,Open land/water - nearest gazetteer location,SW6 4QE,SW6,,,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013745,Parsons Green & Sandford,Parsons Green & Sandford,525546.0,176920.0,525550,176950,51.47731765,-0.193562713,London,Fulham,469.0,Chelsea,,,1.0,1.0,1,60,260,1.0
3242131.0,2013-01-08,2013,23:54:51,23,Fire,Secondary Fire,,Outdoor,Hedge,In street outside gazetteer location,EN1 4ES,EN1,,,E09000010,ENFIELD,Enfield,E05013677,Carterhatch,Carterhatch,534787.0,198237.0,534750,198250,51.66675358,-0.052402938,London,Enfield,373.0,Enfield,,,1.0,1.0,1,60,260,2.0
4241131.0,2013-01-11,2013,12:47:46,12,Fire,Secondary Fire,,Outdoor,Hedge,In street outside gazetteer location,BR1 2NJ,BR1,,,E09000006,BROMLEY,Bromley,E05013988,Bickley & Sundridge,Bickley & Sundridge,542079.0,169355.0,542050,169350,51.40543201,0.041319641,London,Bromley,472.0,Bromley,,,1.0,1.0,1,60,260,1.0
5884131.0,2013-01-15,2013,11:36:34,11,Fire,Secondary Fire,,Outdoor,Hedge,Correct incident location,UB7 0EB,UB7,100021500187.0,21400116.0,E09000017,HILLINGDON,Hillingdon,E05013570,Heathrow Villages,Heathrow Villages,505262.0,176953.0,505250,176950,51.48174866,-0.485517536,London,Heathrow,226.0,Heathrow,367.0,Hayes,2.0,2.0,2,60,260,1.0
6500131.0,2013-01-16,2013,18:07:39,18,Fire,Secondary Fire,,Outdoor,Wasteland ,Open land/water - nearest gazetteer location,CR0 1PJ,CR0,,,E09000008,CROYDON,Croydon,E05000153,Fairfield,Fairfield,532721.0,165629.0,532750,165650,51.37421271,-0.094530019,London,Croydon,226.0,Croydon,,,1.0,1.0,1,60,260,1.0
8334131.0,2013-01-20,2013,16:05:56,16,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,UB1 2AR,UB1,,,E09000009,EALING,Ealing,E05013519,Dormers Wells,Dormers Wells,512547.0,181011.0,512550,181050,51.51681993,-0.37935649,London,Southall,223.0,Southall,,,1.0,1.0,1,60,260,1.0
